"60.020	0.733	18.826	0.595	-24.451	-33.027	41.093	0.000	232.918	0.000	57.514	0.714	2.445"
"60.020	0.733	18.849	0.598	-24.495	-32.827	40.959	0.000	233.740	0.000	57.504	0.712	2.449"
"60.020	0.728	18.834	0.599	-24.521	-32.743	40.907	0.000	232.515	0.000	57.485	0.712	2.452"
"60.019	0.729	18.973	0.617	-25.143	-32.029	40.719	0.000	234.135	0.000	57.488	0.708	2.514"
"60.020	0.735	19.839	0.700	-27.593	-28.153	39.421	0.000	228.902	0.000	57.505	0.686	2.759"
"60.019	0.736	20.689	0.826	-31.671	-21.610	38.341	0.000	219.049	0.000	57.519	0.667	3.167"
"60.020	0.737	20.621	0.923	-35.923	-14.973	38.918	0.000	205.329	0.000	57.523	0.677	3.592"
"60.019	0.738	19.291	0.975	-41.075	-9.415	42.140	0.000	192.152	0.000	57.533	0.732	4.107"
"60.020	0.738	16.733	0.971	-47.911	-11.726	49.325	0.000	178.248	0.000	57.542	0.857	4.791"
"60.020	0.733	14.156	0.932	-55.231	-21.474	59.259	0.000	164.616	0.000	57.551	1.030	5.523"
"60.020	0.734	12.663	0.898	-60.438	29.543	67.272	0.000	157.115	0.000	57.558	1.169	6.044"
"60.020	0.731	11.440	0.867	-65.435	37.610	75.474	0.000	152.859	0.000	57.565	1.311	6.543"
"60.020	0.730	10.248	0.835	-71.368	46.997	85.452	0.000	148.895	0.000	57.574	1.484	7.137"
"60.020	0.729	9.430	0.813	-76.077	54.576	93.628	0.000	145.636	0.000	57.576	1.626	7.607"
"60.021	0.729	8.817	0.793	-80.499	61.813	101.494	0.000	143.919	0.000	57.583	1.763	8.050"
"60.020	0.732	8.260	0.776	-84.923	69.056	109.456	0.000	142.102	0.000	57.593	1.901	8.492"
"60.020	0.732	8.260	0.776	-84.923	69.056	109.456	0.000	142.102	0.000	57.593	1.901	8.492"
"60.021	0.728	7.554	0.754	-91.897	80.016	121.851	0.000	139.292	0.000	57.600	2.115	9.189"
"60.021	0.726	7.362	0.746	-94.096	83.883	126.057	0.000	138.983	0.000	57.599	2.189	9.409"
